public_food_key,classification,food_name,food_description,protein_g_per_100g,carbohydrate_g_per_100g,fat_g_per_100g,fibre_g_per_100g
F008740,18606,"Spam, canned","Manufactured pork product containing chopped pork shoulder, leg ham, salt, sugar, mineral salts, sodium nitrite and water.",14.2,1.9,26.1,0
F008744,12101,"Spelt, boiled, no added fat or salt",Small uncooked grain from the wheat family. Uncooked.,4.8,24.5,1.2,3.6
F008745,12101,"Spelt, uncooked",Small uncooked grain from the wheat family. Uncooked.,11.7,59.2,3,8.8
F008749,24401,"Spinach, baby, fresh, raw",Leafy vegetable with vivid green leaves. Uncooked.,2.8,0,0,2.5
F008760,24401,"Spinach, Mature English, fresh, boiled, drained","Leafy vegetable, with vivid green, slightly crinkled leaves on fine stems. Boiled in unsalted water, without added fat, then drained.",2.8,0.7,0.4,2.9
F008761,24401,"Spinach, Mature English, fresh, raw","Leafy vegetable with vivid green, slightly crinkled leaves on fine stems. Uncooked.",2.4,0.6,0.3,2.5
F008763,24401,"Spinach, water, fresh, raw",Leaves and stems of a creeping herbaceous vine. Some varieties have purple stems. Uncooked.,2.9,1,0.5,2.8
F008774,15101,"Sprat, blue, wild caught, flesh, skin & bones, fried, no added fat","Fish described as Australian sardines but of two species (Sardinops sagax and Spratelloides robustus). Wild harvested, fried with no added fat.",22,0,1.9,0
F008775,15101,"Sprat, blue, wild caught, flesh, skin & bones, raw","Fish described as Australian sardines but of two species (Sardinops sagax and Spratelloides robustus). Wild harvested, uncooked.",18.7,0,1.6,0
F008777,27204,"Spread, hazelnut & chocolate flavoured","A thick, chocolate flavoured hazelnut spread.",6.8,57.8,30.3,3.7
F008783,31102,"Spread, yeast, marmite","Commercial thick, dark brown concentrated yeast extract spread. Contains added salt, and vitamins B1, B2 and B3.",13.3,16.6,0.9,11.8
F008785,31102,"Spread, yeast, vegemite","Commercial, thick dark brown, salty concentrated yeast extract spread made by treating yeast with acid. Contains added salt, and vitamins B1, B2 and B3.",24.4,10.9,0.9,6.5
F008794,13406,"Spring roll, meat & vegetable filling, commercial, deep fried","Commercially prepared meat and/or vegetable filling rolled in thin pastry, which has been deep fried. Includes spring rolls purchased frozen and served in takeaway food outlets.",7.5,27.5,11.7,2.8
F008803,24503,"Sprout, alfalfa, fresh, raw","A very fine, short sprout with a pale green stalk and fresh green tip. Uncooked.",3.2,0.5,0.3,2.2
F008806,24503,"Sprout, bean, fresh, raw","Sprouted from mung bean seeds, long and translucent to white in colour, with a short tapering green sheathed root. Uncooked.",3.1,1.6,0.1,1.3
F008810,24702,"Squash, button, fresh, boiled, drained","Small, rounded vegetable fruit, generally with a yellow skin. Boiled in unsalted water, without added fat, then drained.",3.2,3.8,0.2,0.6
F008811,24702,"Squash, button, fresh, raw","Small, rounded vegetable fruit, generally with a yellow skin. Uncooked.",2.7,3.2,0.2,0.5
F008812,24702,"Squash, scallopini, fresh, boiled, drained","Small, rounded vegetable fruit, generally with a green skin. Boiled in unsalted water, without added fat, then drained.",2.6,2.5,0.2,0.6
F008813,24702,"Squash, scallopini, fresh, raw","Small, rounded vegetable fruit, generally with a green skin. Uncooked.",2.2,2.1,0.2,0.5
F008825,15202,"Squid or calamari, fried, no added fat","Squid tubes, cut into ring shapes that have been fried with no added fat.",20.9,0,1.5,0
F008828,15202,"Squid or calamari, raw",Uncooked squid tubes.,16.7,0,1.2,0
F008831,24102,"Starch, potato",Fine powder composed of polysaccharides derived from the potato tuber.,0,74.5,0.5,5.9
F008933,31303,"Stock, dry powder or cube",Concentrated meat stock that is dried and supplied as a powder or compressed into a cube. Contains ingredients such as salt and flavours.,11.3,22.5,8.9,0
F008936,31304,"Stock, liquid, all flavours (except fish), prepared from commercial powder or cube","Savoury liquid prepared by diluting commercial stock powder or cubes with water. Can be consumed alone, or used as an ingredient to flavour recipes. Contains ingredients such as salt and flavours.",0.2,0.4,0.2,0
F008945,16202,"Strawberry, canned in syrup",Small sweet red berry with small seeds on the exterior canned in sugar syrup.,0.4,18.9,0.2,1.5
F008946,16202,"Strawberry, canned in syrup, drained","Small sweet red berry with small seeds on the exterior canned in sugar syrup, then drained.",0.9,18.7,0.1,3.5
F008947,16202,"Strawberry, canned in syrup, syrup only","Syrup made from water and sugar, used in canned strawberries.",0.1,19,0.2,0
F008951,16201,"Strawberry, purchased frozen",Small sweet red berry with small seeds on the exterior. Frozen prior to sale.,0.7,5.6,0.2,2.1
F008952,16201,"Strawberry, raw",Small sweet red berry with small seeds on the exterior.,0.7,5.6,0.2,2.1
F008969,27101,"Sugar, brown",A soft moist brown sugar with a fine crystal size.,0.2,96.8,0,0
F008973,27101,"Sugar, raw",A light brown sugar characterised by a larger crystal size and consists of 98% sucrose and 2% water and ash.,0,99.8,0,0
F008976,27101,"Sugar, white, granulated or lump","Purified extract from the sugar cane plant that is composed almost entirely of sucrose and may be supplied in lumps, coarse or fine granules or as a powder.",0,100,0,0
F008980,27101,"Sugar, white, icing",Produced by milling granulated sugar which is a form of sucrose refined from sugar cane to produce a fine white powder.,0,100,0,0
F008981,27101,"Sugar, white, icing mixture",Produced by milling granulated sugar which is a form of sucrose refined from sugar cane to produce a fine white powder. Wheat starch is added to maintain a fine powder.,0,99.6,0,0
F008983,16801,Sultana,"Dried green grapes, dark brown in colour.",2.6,75.8,0.3,3.3
F009020,24302,"Swede, peeled, fresh, boiled, drained","Root vegetable with yellow flesh and pale yellow skin. Peeled and boiled in unsalted water, without added fat, then drained.",1,4,0,2.4
F009021,24302,"Swede, peeled, fresh, raw",Root vegetable with yellow flesh and pale yellow skin. Peeled and uncooked.,0.9,3.7,0,2.2
F009033,24302,"Sweet potato, orange flesh, peeled, fresh, baked, no added fat","A long, large tuberous vegetable, with red skin and orange flesh. Peeled, chopped and baked without added fat.",1.8,16.1,0.2,3.2
F009034,24302,"Sweet potato, orange flesh, peeled, fresh, boiled, drained","A long, large tuberous vegetable, with red skin and orange flesh. Peeled, chopped and boiled in unsalted water, without added fat, then drained.",1.6,14.2,0.2,2.8
F009035,24302,"Sweet potato, orange flesh, peeled, fresh, raw","A long, large tuberous vegetable, with red skin and orange flesh. Peeled and uncooked.",1.4,13.2,0.2,2.6
F009037,24302,"Sweet potato, white flesh, peeled or unpeeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat","A long, large tuberous vegetable, with purple or pale skin and pale flesh. Peeled or unpeeled. Cooked by baking or roasting, by frying or stir-frying, or by grilling or BBQ'ing without added fat.",1.8,29.5,0.2,3.9
F009039,24302,"Sweet potato, white flesh, peeled, raw","A long, large tuberous vegetable, with red or orange skin and white flesh. Peeled and uncooked.",1.4,24.2,0.2,3.2
F009049,27102,"Syrup, golden",Made from sugar syrup which has been partially broken down into glucose and fructose and is light to medium brown in colour.,0.2,74.9,0,0
F009052,27102,"Syrup, maple, pure",Light to medium brown coloured sugar syrup traditionally made by boiling maple tree sap at atmospheric pressure or by freeze-drying it at reduced atmospheric pressure. Imported into Australia.,0,67,0.1,0
F009072,31303,"Taco seasoning mix, chilli-based","Powdered product intended for addition to meat and other ingredients to prepare Mexican-style dishes such as taco filling. Typical ingredients include salt, sugar, maize starch, spices, chilli and citric acid.",6.2,58.1,4.8,8.7
F009073,26201,"Taco shell, from corn flour, plain",Pre-purchased hard corn-based shells for use in preparing tacos. Shells are fried before packaging.,6.8,56.3,21.8,7.3
F009076,22102,"Tahini, sesame seed pulp",Ground sesame seed pulp.,20.4,1,60.7,13.5
F009080,16501,"Tamarillo, peeled, raw","Small fruit with a smooth peel that can be purple, red, orange, or yellow. It has a black or orange flesh (the darker the peel, the darker the flesh) surrounding a nest of seeds",2,3.4,0.1,4.7
F009081,16804,"Tamarind, paste, pure","Paste prepared exclusively with the pulp of ripe Tamarindus indica pod seeds, commonly used in tropical cuisine sauces.",2.8,57.4,0.6,5.1
F009087,16303,"Tangelo, peeled, raw","Mandarin grapefruit cross. Cultivars include: Orlando, Minneola, Seminole and San Jucinto.",0.6,7.8,0.1,2
F009088,16303,"Tangerine or tangor, peeled, raw",Mandarin orange cross.,1,8.1,0.2,1.5
F009089,12103,"Tapioca, pearl or seed style, boiled, no added fat or salt",Starchy product supplied in the form of small pellets (also known as seeds or pearls). Sometimes sold labelled as Sago tapioca or Sago. Cooked by boiling according to label instructions.,0,11.5,0,0
F009090,12103,"Tapioca, pearl or seed style, uncooked",Starchy product from the cassava plant supplied in the form of small pellets (also known as seeds or pearls). Sometimes sold labelled as Sago tapioca or Sago. Imported into Australia. Uncooked.,0.2,79.3,0.2,0
F009093,24302,"Taro, peeled, fresh, boiled, drained","Tuber vegetable with light brown rough skin and cream to pink flesh. Peeled and boiled in unsalted water, without added fat, then drained.",2,25.2,0.2,3.8
F009094,24302,"Taro, peeled, fresh, raw",Tuber vegetable with a light brown rough skin and a cream to pink flesh. Peeled and uncooked.,1.9,23.4,0.2,3.5
F009102,13403,"Tart, custard, commercial",Commercially prepared shortcrust pastry shell with a custard filling.,6.3,30.2,10.7,1
F009115,11101,"Tea, black, brewed from leaf or teabags, decaffeinated","Beverage prepared by brewing black decaffeinated tea leaves (dried, fermented leaves of Chrysanthemum species) in hot water, either as loose tea leaves or encased in porous teabags. Does not contain added flavours, milk or sugar.",0.1,0,0,0
F009117,11101,"Tea, green, plain, without milk","Beverage prepared by brewing green, unfermented tea leaves in hot water, either as loose tea leaves or encased in porous teabags. Does not contain added flavours, milk or sugar.",0.2,0,0,0
F009125,11101,"Tea, regular, black, brewed from leaf or teabags, without milk","Beverage prepared by brewing black tea leaves (dried, fermented leaves of Camellia sinensis) in hot water, either as loose tea leaves or encased in porous teabags. Tea is not decaffeinated or flavoured. Does not contain added milk or sugar.",0.1,0,0,0
F009147,20601,Textured vegetable protein/soy granules,"Textured vegetable protein is a defatted soy flour product, a by-product of extracting soybean oil. It is often used as a meat analogue or meat extender.",51.5,15.2,1.2,17.5
F009160,31302,"Thyme, dried, ground","Dried, and sometimes ground, leaves of Thymus vulgaris, used as a culinary herb.",9.1,26.9,7.4,37
F009161,15101,"Tilapia, fillet, baked, no added fat","Tilapia fillet, produced by aquaculture and imported into Australia that has been baked with no added fat.",25.3,0,6,0
F009163,15101,"Tilapia, fillet, raw","Uncooked tilapia fillet, produced by aquaculture and imported into Australia.",18.5,0,4.4,0
F009164,15101,"Tilapia, fillet, steamed, no added fat","Tilapia fillet, produced by aquaculture and imported into Australia, that has been steamed with no added fat.",22,0,5.2,0
F009176,20601,"Tofu (soy bean curd), firm, as purchased","Commercially prepared soy bean extract, that has set to a firm texture. Ingredients include water, soy beans, glucono-delta lactone, and nigari (magnesium chloride) or calcium salts.",12.8,0,8.3,1
F009190,24601,"Tomato, cherry, raw","Small and round or oval in shape, with a bright red shiny skin and red pulp with whitish seeds. Uncooked.",0.9,3.5,0,1.7
F009193,24601,"Tomato, common, raw","Round in shape, with a bright red shiny skin and red pulp and whitish seeds. Uncooked.",0.6,3,0,1.1
F009206,24602,"Tomato, paste, no added salt","A thick red paste made from tomatoes, with no added salt",3.4,10.1,0.5,3.6
F009208,24602,"Tomato, paste, with added salt",A thick red paste made from tomatoes with added salt.,3.1,10.4,0.3,3.5
F009209,24602,"Tomato, puree, commercial",Canned pureed tomatoes with added salt,1.2,3.8,0.1,1.5
F009217,24602,"Tomato, sundried",Tomatoes that have been left out to dry in the sun.,11.2,35.2,4.6,14.7
F009221,24602,"Tomato, whole, canned in tomato juice, drained","Canned, whole peeled tomatoes, packed in tomato juice with added salt, then drained.",0.8,3,0.3,1.3
F009222,24602,"Tomato, whole, canned in tomato juice, undrained","Canned whole peeled tomatoes, packed in tomato juice with added salt.",0.9,3,0,1
F009260,12101,"Triticale, grain, uncooked","A beige coloured, long, oval-shaped grain that is a wheat-rye hybrid. Can be milled into flour or kibbled (cut) into 3 or 4 pieces.",9.6,58.3,2.4,14.4
F009267,15101,"Trout, ocean, aquacultured, fillet, without skin, baked, no added fat","Uncooked ocean trout, produced in Australia by aquaculture that has been backed with no added fat.",23.8,0,33.7,0
F009268,15101,"Trout, ocean, aquacultured, fillet, without skin, raw","Uncooked ocean trout, produced in Australia by aquaculture.",17.4,0,24.6,0
F009269,15101,"Trout, ocean, aquacultured, fillet, without skin, steamed, no added fat","Uncooked ocean trout, produced in Australia by aquaculture that has been steamed with no added fat.",20.7,0,29.3,0
F009270,15101,"Trout, rainbow, aquacultured, baked, no added fat","Rainbow trout (including some skin), produced in Australia by aquaculture that has been cooked by any method.",26.8,0,11.6,0
F009271,15101,"Trout, rainbow, aquacultured, raw","Uncooked rainbow trout (including some skin), produced in Australia by aquaculture.",19.6,0,8.4,0
